月份/地点,站点3预测,站点3实际
44.0,54.7662,52.0
14.0,81.3687,79.0
15.0,54.4023,144.0
5.0,93.3939,200.0
35.0,137.565,186.0
48.0,10.5556,14.0
7.0,166.213,133.0
8.0,99.096,178.0
24.0,121.774,126.0
10.0,270.319,218.0
17.0,152.856,164.0
12.0,135.697,148.0
20.0,113.084,168.0
32.0,237.976,289.0
30.0,355.803,355.0
45.0,37.4321,86.0
43.0,71.808,65.0
19.0,135.655,149.0
38.0,85.5771,56.0
16.0,123.403,191.0
46.0,59.1118,48.0
22.0,160.672,193.0
42.0,135.461,107.0
41.0,137.056,180.0
18.0,112.628,164.0
26.0,41.3187,34.0
25.0,102.116,46.0
11.0,127.099,117.0
40.0,99.722,165.0
31.0,234.42,232.0
36.0,165.68,137.0
37.0,93.7406,110.0
28.0,94.2834,188.0
39.0,43.8317,119.0
27.0,26.3909,105.0
23.0,145.831,153.0
21.0,135.97,201.0
47.0,10.5556,39.0
33.0,280.439,230.0
9.0,160.907,308.0
13.0,131.01,119.0
29.0,189.984,343.0
34.0,177.602,130.0
6.0,179.572,222.0
