月份/地点,站点11预测,站点11实际
36.0,8.38194,8.0
44.0,31.741,32.0
21.0,0.971663,1.0
48.0,34.8941,32.0
18.0,4.41314,10.0
6.0,1.86847,16.0
27.0,2.13998,2.0
41.0,43.2161,44.0
10.0,7.43428,6.0
46.0,46.6579,50.0
37.0,3.54494,29.0
23.0,4.18766,4.0
30.0,4.21614,12.0
19.0,1.03933,9.0
17.0,5.05032,4.0
24.0,4.37279,11.0
7.0,3.2668,16.0
22.0,1.99628,2.0
13.0,3.04181,3.0
31.0,0.981396,26.0
20.0,0.942868,11.0
33.0,16.6086,13.0
5.0,7.11933,9.0
28.0,4.37161,6.0
38.0,19.5962,20.0
29.0,3.2608,3.0
25.0,1.02508,1.0
40.0,29.0182,45.0
39.0,12.6137,33.0
9.0,2.2559,19.0
14.0,5.41049,5.0
34.0,9.53244,23.0
26.0,3.92342,6.0
8.0,5.22529,8.0
45.0,30.0718,47.0
35.0,17.4452,14.0
12.0,1.47164,2.0
11.0,1.82153,3.0
32.0,13.7047,25.0
47.0,39.2507,49.0
16.0,3.46653,2.0
15.0,4.21256,5.0
42.0,37.5252,14.0
43.0,20.9064,28.0
