月份/地点,站点13预测,站点13实际
45.0,0.915952,4.0
29.0,20.4949,14.0
26.0,16.8289,18.0
48.0,5.1259,4.0
38.0,3.01742,4.0
34.0,3.42049,9.0
10.0,2.77881,3.0
32.0,5.0361,5.0
16.0,3.83495,7.0
31.0,8.45169,8.0
15.0,4.71297,7.0
44.0,2.25377,4.0
7.0,1.22293,1.0
36.0,5.61842,4.0
19.0,3.5787,50.0
33.0,2.78483,17.0
14.0,4.3645,3.0
9.0,2.40755,5.0
11.0,4.27654,4.0
17.0,1.14967,1.0
46.0,2.03046,13.0
22.0,34.0624,44.0
24.0,30.4053,28.0
37.0,3.98353,4.0
43.0,3.55583,4.0
20.0,20.6747,40.0
41.0,3.24809,8.0
8.0,1.74225,2.0
25.0,24.6318,25.0
13.0,1.9537,13.0
35.0,4.94334,14.0
39.0,1.08583,5.0
18.0,3.55925,21.0
40.0,2.80138,6.0
42.0,3.88375,5.0
28.0,13.322,32.0
5.0,2.83268,3.0
23.0,31.6466,38.0
12.0,3.41991,3.0
47.0,4.14981,6.0
6.0,2.77665,4.0
30.0,19.56,9.0
27.0,10.161,51.0
21.0,37.9881,43.0
