月份/地点,站点12预测,站点12实际
47.0,111.407,103.0
32.0,207.165,222.0
11.0,200.178,163.0
46.0,122.44,126.0
19.0,84.906,84.0
28.0,169.699,206.0
25.0,58.6591,59.0
43.0,134.798,151.0
45.0,131.737,135.0
9.0,205.446,289.0
10.0,248.586,267.0
29.0,199.918,180.0
13.0,64.7312,63.0
15.0,60.645,160.0
35.0,112.248,128.0
20.0,68.5079,90.0
23.0,34.3997,33.0
27.0,114.27,150.0
34.0,113.461,124.0
21.0,76.9488,113.0
37.0,151.524,174.0
22.0,99.0026,69.0
14.0,71.0811,69.0
36.0,130.839,154.0
26.0,99.6375,82.0
12.0,81.8652,83.0
38.0,160.889,121.0
7.0,262.821,288.0
17.0,101.708,121.0
6.0,75.9029,238.0
33.0,181.598,161.0
44.0,140.25,142.0
8.0,273.009,283.0
24.0,34.9227,35.0
42.0,172.861,170.0
30.0,136.98,224.0
41.0,194.752,212.0
39.0,80.1192,216.0
48.0,82.9026,93.0
31.0,233.489,239.0
5.0,484.835,298.0
40.0,259.692,233.0
16.0,189.396,143.0
18.0,96.6958,100.0
