月份/地点,站点14预测,站点14实际
23.0,28.2019,27.0
15.0,25.0765,23.0
5.0,21.4546,51.0
6.0,41.4878,39.0
37.0,15.4534,15.0
19.0,42.3502,39.0
24.0,24.4054,27.0
46.0,40.1159,32.0
35.0,22.1887,21.0
33.0,17.8481,33.0
14.0,40.6245,41.0
45.0,35.4086,40.0
34.0,22.9866,22.0
48.0,24.5611,17.0
41.0,16.5972,41.0
44.0,21.9801,48.0
38.0,18.3333,18.0
11.0,25.5791,58.0
22.0,27.6128,37.0
30.0,18.2395,30.0
17.0,35.1702,56.0
43.0,21.8548,27.0
21.0,34.3712,30.0
40.0,18.7032,15.0
20.0,25.0245,54.0
26.0,19.0322,18.0
9.0,21.45,21.0
29.0,18.765,21.0
18.0,50.1255,49.0
13.0,51.7241,57.0
31.0,19.5622,21.0
10.0,19.3737,36.0
28.0,15.8162,8.0
39.0,19.2414,25.0
7.0,40.2878,49.0
16.0,20.2185,54.0
36.0,20.1995,7.0
32.0,20.3219,17.0
27.0,16.5852,19.0
42.0,26.7712,15.0
47.0,30.5459,29.0
12.0,47.4028,53.0
25.0,24.8415,16.0
8.0,37.3111,15.0
