月份/地点,站点9预测,站点9实际
17.0,314.492,301.0
6.0,214.4,314.0
24.0,143.645,135.0
39.0,13.8688,116.0
27.0,150.045,136.0
47.0,23.7699,23.0
32.0,45.9294,128.0
15.0,71.7268,269.0
45.0,17.3652,32.0
5.0,388.952,352.0
42.0,67.8739,59.0
12.0,1.95419,3.0
20.0,99.9969,100.0
48.0,14.9935,14.0
30.0,65.5497,134.0
37.0,138.015,187.0
25.0,73.0043,70.0
40.0,125.583,134.0
28.0,80.1716,97.0
23.0,41.3773,161.0
7.0,245.985,228.0
43.0,20.9583,49.0
16.0,248.857,366.0
44.0,33.1265,26.0
33.0,99.5398,89.0
13.0,20.2827,220.0
18.0,186.997,192.0
29.0,43.3826,94.0
38.0,128.221,82.0
11.0,45.0908,36.0
21.0,97.1013,113.0
35.0,41.0254,155.0
36.0,141.253,188.0
22.0,88.1857,86.0
26.0,23.0493,146.0
8.0,151.518,127.0
41.0,96.6011,119.0
19.0,73.9796,117.0
14.0,230.898,148.0
9.0,65.1158,218.0
46.0,23.2191,38.0
10.0,271.987,139.0
31.0,107.884,100.0
34.0,37.8346,73.0
