月份/地点,站点10预测,站点10实际
37.0,84.4832,134.0
31.0,109.027,116.0
35.0,88.9414,110.0
34.0,99.1459,85.0
43.0,66.1201,63.0
15.0,36.2217,33.0
44.0,59.3534,73.0
38.0,69.619,52.0
46.0,47.603,99.0
28.0,36.0748,34.0
48.0,54.3433,52.0
39.0,76.3248,98.0
21.0,47.3652,59.0
23.0,49.1823,56.0
45.0,59.9571,67.0
25.0,42.6777,25.0
6.0,61.8763,54.0
18.0,61.9713,57.0
29.0,35.0738,72.0
14.0,17.0616,17.0
20.0,39.4149,90.0
7.0,40.317,89.0
42.0,63.3486,76.0
5.0,58.1117,54.0
17.0,60.9864,73.0
24.0,53.8713,62.0
16.0,53.3786,57.0
11.0,62.6109,37.0
32.0,126.232,125.0
40.0,69.5979,76.0
36.0,89.7201,79.0
10.0,57.4594,52.0
13.0,30.7507,30.0
41.0,74.9675,97.0
26.0,42.5699,68.0
8.0,60.2891,93.0
27.0,29.3765,58.0
33.0,80.5117,134.0
22.0,48.5687,82.0
30.0,33.9115,158.0
12.0,52.9559,30.0
9.0,67.9902,73.0
47.0,57.0469,73.0
19.0,49.6687,61.0
