月份/地点,站点5预测,站点5实际
15.0,48.7593,65.0
27.0,50.1299,70.0
30.0,19.7173,110.0
7.0,45.9794,131.0
46.0,35.147,81.0
45.0,39.033,33.0
37.0,50.2369,50.0
20.0,43.2012,108.0
33.0,2.71717,58.0
43.0,38.9885,28.0
11.0,2.71717,51.0
48.0,47.8449,63.0
32.0,11.3857,56.0
19.0,48.6757,85.0
31.0,29.0552,78.0
10.0,2.71717,78.0
28.0,52.8231,61.0
36.0,46.4605,34.0
26.0,32.41,87.0
35.0,35.9097,51.0
21.0,10.27,9.0
41.0,34.452,52.0
16.0,49.9261,57.0
40.0,36.2055,34.0
12.0,2.71717,47.0
22.0,2.71717,4.0
8.0,2.71717,84.0
25.0,25.6587,29.0
9.0,2.71717,80.0
42.0,34.0869,24.0
44.0,39.251,42.0
14.0,52.1649,42.0
34.0,2.71717,72.0
18.0,54.4107,73.0
13.0,27.6983,35.0
39.0,43.9545,27.0
29.0,41.6566,51.0
24.0,42.918,48.0
17.0,54.1929,47.0
5.0,32.7627,85.0
23.0,37.3671,32.0
38.0,54.8169,16.0
47.0,46.9631,110.0
6.0,48.1204,85.0
