月份/地点,站点8预测,站点8实际
26.0,79.6803,278.0
16.0,211.814,212.0
36.0,144.568,144.0
47.0,137.67,148.0
37.0,77.2797,178.0
34.0,33.7557,38.0
30.0,62.127,65.0
41.0,70.9367,83.0
12.0,15.3624,19.0
42.0,58.6016,115.0
10.0,104.745,119.0
5.0,333.217,397.0
19.0,57.3732,108.0
8.0,213.942,189.0
31.0,31.7974,78.0
33.0,82.7372,31.0
28.0,129.078,141.0
46.0,65.6045,174.0
24.0,222.285,167.0
9.0,139.906,156.0
7.0,311.0,301.0
14.0,143.205,164.0
29.0,79.3419,79.0
23.0,152.288,384.0
20.0,76.1021,88.0
6.0,366.189,375.0
11.0,45.5912,38.0
32.0,66.0351,100.0
40.0,88.5261,109.0
48.0,77.2611,147.0
18.0,148.691,134.0
44.0,60.8032,107.0
43.0,97.8061,95.0
45.0,91.9133,94.0
35.0,73.4315,171.0
27.0,182.816,291.0
15.0,93.4082,300.0
22.0,99.7546,228.0
17.0,97.9313,208.0
39.0,52.2772,111.0
13.0,47.8651,158.0
38.0,139.669,123.0
25.0,77.1263,64.0
21.0,51.4338,126.0
