月份/地点,站点2预测,站点2实际
45.0,156.284,186.0
27.0,147.631,279.0
16.0,183.083,283.0
48.0,206.913,187.0
32.0,173.399,188.0
34.0,178.083,126.0
11.0,167.29,200.0
25.0,151.676,64.0
38.0,159.771,63.0
13.0,169.791,245.0
28.0,194.359,155.0
5.0,71.9866,60.0
8.0,137.594,220.0
43.0,156.803,143.0
7.0,83.6566,164.0
31.0,179.439,179.0
26.0,126.807,193.0
21.0,185.433,141.0
19.0,219.768,291.0
41.0,143.298,141.0
37.0,163.584,167.0
20.0,209.142,234.0
29.0,175.01,196.0
18.0,203.425,335.0
40.0,130.643,146.0
30.0,164.864,242.0
10.0,170.396,196.0
17.0,199.637,269.0
39.0,125.993,115.0
15.0,176.176,237.0
42.0,152.352,165.0
47.0,192.468,280.0
44.0,152.774,165.0
36.0,179.932,153.0
23.0,141.062,205.0
6.0,88.1866,35.0
12.0,170.111,186.0
22.0,148.746,138.0
9.0,173.223,161.0
14.0,183.595,195.0
35.0,155.662,261.0
33.0,165.838,234.0
24.0,161.951,119.0
46.0,163.874,268.0
