月份/地点,站点1预测,站点1实际
21.0,13.0965,49.0
36.0,10.2559,24.0
30.0,9.47346,23.0
33.0,7.94447,26.0
19.0,10.7278,62.0
25.0,3.86521,4.0
10.0,18.1767,42.0
48.0,8.91764,6.0
43.0,9.94406,16.0
9.0,29.6299,31.0
45.0,9.43536,17.0
38.0,9.10283,8.0
37.0,9.99889,15.0
32.0,9.77676,9.0
46.0,9.66821,10.0
28.0,10.3379,14.0
14.0,6.763,8.0
8.0,38.0494,39.0
47.0,8.7783,11.0
44.0,10.5077,11.0
7.0,46.4939,50.0
12.0,7.46498,17.0
16.0,8.08072,9.0
15.0,7.60654,7.0
40.0,7.85035,8.0
29.0,10.0145,16.0
35.0,8.87918,23.0
34.0,10.0122,11.0
42.0,9.26516,13.0
20.0,17.5706,42.0
27.0,7.9228,13.0
13.0,6.58099,16.0
11.0,8.53215,24.0
23.0,13.7148,39.0
24.0,8.08552,8.0
17.0,8.82347,22.0
22.0,11.2564,51.0
5.0,49.2035,71.0
18.0,11.4659,17.0
6.0,32.365,94.0
31.0,10.773,18.0
26.0,4.54107,16.0
41.0,8.78094,8.0
39.0,7.29697,9.0
