月份/地点,站点4预测,站点4实际
24.0,40.22222,43.0
29.0,174.43567,138.0
40.0,152.95897,149.99998
20.0,173.11,179.0
16.0,136.82114,144.0
30.0,176.51744,215.0
42.0,154.69627,149.00002
12.0,145.2388,117.99999
17.0,134.67975,207.0
32.0,124.76284,209.0
44.0,166.5529,174.0
28.0,170.17638,243.0
13.0,159.22902,101.0
38.0,150.62837,171.0
48.0,141.0814,114.00001
31.0,178.84946,303.0
46.0,159.99706,186.0
47.0,141.38239,117.99999
36.0,166.79317,252.0
19.0,169.08826,249.0
23.0,87.403595,102.0
41.0,157.91936,173.0
25.0,105.9609,175.0
27.0,160.8407,283.0
37.0,168.44351,153.0
39.0,130.50368,155.0
18.0,154.08156,208.0
35.0,155.9079,318.0
43.0,163.12057,186.0
22.0,142.35806,119.0
34.0,46.54818,246.0
33.0,40.22222,262.0
11.0,141.34543,106.0
26.0,136.37961,208.0
45.0,168.60863,120.0
14.0,154.92657,76.0
15.0,146.13979,141.0
21.0,159.68225,176.0
