月份/地点,站点6预测,站点6实际
20.0,36.402588,42.0
13.0,20.090628,20.0
44.0,35.699745,35.0
48.0,49.75563,52.0
47.0,75.46696,70.0
41.0,115.00276,127.0
26.0,68.99432,67.0
28.0,78.55353,77.0
15.0,9.415993,21.0
22.0,120.07799,136.0
29.0,71.01234,77.0
16.0,9.247587,9.0
25.0,110.23562,108.0
42.0,84.66828,85.0
40.0,79.39439,75.0
18.0,20.355522,19.000002
11.0,8.317406,8.0
21.0,57.299244,62.0
45.0,54.349327,56.0
24.0,180.48964,143.0
19.0,17.430029,17.0
43.0,40.090626,42.0
17.0,12.973537,13.000002
38.0,38.123325,37.0
27.0,67.24814,67.0
23.0,174.05396,194.99998
39.0,68.05359,74.0
32.0,175.83739,172.0
33.0,187.10477,185.0
34.0,144.9558,153.0
30.0,41.593372,98.99999
37.0,91.38825,80.0
31.0,57.40355,159.0
14.0,12.086504,19.000002
35.0,103.57461,173.0
36.0,152.51381,119.0
46.0,81.03042,68.0
12.0,8.271534,22.0
