月份/地点,站点2预测,站点2实际
13.0,198.37782,245.00002
40.0,136.68881,146.0
19.0,271.425,291.00003
16.0,202.75674,283.00003
22.0,140.16269,138.0
12.0,195.67088,186.00002
38.0,93.41471,63.0
27.0,272.0022,279.00003
17.0,216.49142,269.0
21.0,147.88081,141.0
30.0,193.56525,242.0
24.0,117.411896,119.0
41.0,145.07056,141.0
44.0,173.16144,164.99998
25.0,62.21261,64.0
32.0,187.09264,188.0
26.0,193.55319,193.00003
15.0,209.87193,237.00002
39.0,114.9293,115.0
14.0,217.3453,195.0
36.0,139.90308,153.0
11.0,193.9777,200.0
31.0,203.60335,179.00002
47.0,212.68883,280.0
48.0,237.59137,187.0
46.0,183.09857,268.00003
23.0,187.42691,205.00002
42.0,167.77837,164.99998
29.0,198.83862,196.0
20.0,252.84299,234.0
43.0,179.98828,143.0
35.0,97.31449,261.0
18.0,227.445,335.0
37.0,123.77417,166.99998
34.0,173.83418,126.0
28.0,272.24463,155.0
45.0,182.99403,186.00002
33.0,164.1264,234.0
